Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Same_Location,Hour,Sender_transaction_count,Receiver_transaction_count,currency_match
4156.54,UK pounds,Yen,UK,Japan,Cross-border,0,False,13,583,19,0
3849.64,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,355,18,1
8380.93,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,11,147,1
9082.72,UK pounds,UK pounds,UK,UK,ACH,0,True,13,9,189,1
13107.13,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,603,11,1
2433.35,UK pounds,UK pounds,UK,UK,ACH,0,True,13,70,435,1
640.98,UK pounds,UK pounds,UK,UK,ACH,0,True,13,143,14,1
6570.51,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,173,10,1
8859.29,UK pounds,UK pounds,UK,UK,ACH,0,True,13,459,9,1
17143.98,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,520,14,1
22280.9,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,353,11,1
11177.56,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,545,10,1
2949.64,UK pounds,UK pounds,UK,UK,ACH,0,True,13,321,3,1
9874.47,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,420,10,1
8512.62,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,499,71,1
8069.26,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,9,176,1
179.07,Euro,UK pounds,Spain,UK,Cross-border,0,False,13,373,11,0
16275.87,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,306,18,1
1545.45,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,373,18,1
3644.7,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,347,18,1
5696.48,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,10,123,1
5410.58,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,False,13,9,169,0
2593.4,UK pounds,UK pounds,UK,UK,Cash Deposit,0,True,13,13,258,1
60299.93,UK pounds,Turkish lira,UK,Turkey,Cross-border,0,False,13,351,1,0
3712.14,UK pounds,UK pounds,UK,UK,Cash Deposit,0,True,13,14,214,1
87.75,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,True,13,315,23,1
417.14,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,352,16,1
5787.26,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,313,8,1
84.52,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,True,13,261,18,1
7465.98,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,287,7,1
10236.83,UK pounds,Euro,UK,France,Cross-border,0,False,13,10,219,0
141.79,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,178,11,1
8879.47,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,289,10,1
5128.95,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,10,128,1
1260.11,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,332,12,1
4367.06,UK pounds,UK pounds,UK,UK,ACH,0,True,13,313,11,1
1690.62,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,495,69,1
1374.35,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,348,12,1
966.08,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,275,13,1
1639.74,UK pounds,UK pounds,UK,UK,ACH,0,True,13,478,16,1
5793.22,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,333,11,1
3814.87,UK pounds,UK pounds,UK,UK,Cash Deposit,0,True,13,4,127,1
2917.04,UK pounds,Turkish lira,UK,Turkey,Cross-border,0,False,13,392,20,0
498.24,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,525,20,1
12164.33,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,721,75,1
15694.78,UK pounds,UK pounds,UK,UK,ACH,0,True,13,276,20,1
13358.44,UK pounds,UK pounds,UK,UK,ACH,0,True,13,527,10,1
9683.45,UK pounds,Euro,UK,France,Cross-border,0,False,13,7,159,0
5310.13,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,252,10,1
1348.76,UK pounds,UK pounds,UK,UK,ACH,0,True,13,26,716,1
3769.93,UK pounds,UK pounds,UK,UK,ACH,0,True,13,631,11,1
1382.28,UK pounds,UK pounds,UK,UK,ACH,0,True,13,518,10,1
9584.07,UK pounds,UK pounds,UK,UK,ACH,0,True,13,434,9,1
1913.43,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,161,11,1
21095.95,UK pounds,UK pounds,UK,UK,ACH,0,True,13,10,149,1
9715.7,UK pounds,UK pounds,UK,UK,ACH,0,True,13,533,10,1
1946.77,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,558,17,1
3169.73,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,738,21,1
7305.24,UK pounds,UK pounds,UK,UK,ACH,0,True,13,10,117,1
3374.11,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,466,2,1
4611.94,UK pounds,UK pounds,UK,UK,ACH,0,True,13,178,18,1
3662.84,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,538,79,1
5059.12,UK pounds,Euro,UK,Germany,Cross-border,0,False,13,472,11,0
7453.82,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,8,154,1
7397.84,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,374,10,1
11798.74,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,416,10,1
2876.34,UK pounds,UK pounds,UK,UK,ACH,0,True,13,74,551,1
5323.75,UK pounds,UK pounds,UK,UK,ACH,0,True,13,330,13,1
5812.65,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,10,116,1
11389.03,UK pounds,Euro,UK,Italy,Cross-border,0,False,13,522,11,0
2820.46,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,543,20,1
4583.38,UK pounds,UK pounds,UK,UK,ACH,0,True,13,9,116,1
22965.62,UK pounds,UK pounds,UK,UK,ACH,0,True,13,246,11,1
6475.43,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,8,176,1
1384.79,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,367,15,1
455.37,UK pounds,UK pounds,UK,UK,Cash Deposit,0,True,13,9,42,1
6876.02,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,404,13,1
3981.33,UK pounds,Euro,UK,France,Cross-border,0,False,13,567,14,0
5256.05,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,70,467,1
1960.13,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,276,17,1
598.05,UK pounds,UK pounds,UK,UK,Cash Deposit,0,True,13,13,171,1
3389.83,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,439,10,1
5639.15,UK pounds,Euro,UK,UK,Credit card,0,True,13,527,13,0
10964.63,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,472,12,1
16386.05,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,9,162,1
1584.4,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,376,12,1
6321.43,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,503,10,1
59.21,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,True,13,214,4,1
12773.85,UK pounds,Yen,UK,Japan,Cross-border,0,False,13,396,7,0
6617.22,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,8,103,1
5946.0,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,406,9,1
4720.89,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,513,16,1
157.08,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,True,13,351,11,1
5792.02,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,396,12,1
23929.73,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,2,207,1
589.78,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,72,534,1
2125.33,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,0,False,13,304,14,0
5203.31,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,9,222,1
5414.27,UK pounds,UK pounds,UK,UK,Cash Deposit,0,True,13,14,18,1
2193.81,US dollar,UK pounds,UK,UK,Credit card,0,True,13,383,11,0
13612.93,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,619,11,1
4813.5,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,361,6,1
5749.23,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,False,13,9,161,0
11639.33,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,11,180,1
10776.71,Euro,UK pounds,Spain,UK,Cross-border,0,False,13,150,10,0
3744.56,UK pounds,UK pounds,UK,UK,Cash Deposit,0,True,13,21,133,1
3401.78,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,596,7,1
1657.11,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,735,20,1
2317.84,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,526,17,1
9208.7,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,11,147,1
5848.61,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,9,180,1
16629.59,UK pounds,Euro,UK,Italy,Cross-border,0,False,13,294,21,0
6413.33,UK pounds,UK pounds,UK,UK,ACH,0,True,13,498,17,1
4675.0,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,414,17,1
4981.32,UK pounds,UK pounds,UK,UK,ACH,0,True,13,320,12,1
16361.21,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,10,169,1
1254.9,UK pounds,UK pounds,UK,UK,ACH,0,True,13,609,73,1
6181.7,UK pounds,UK pounds,UK,UK,ACH,0,True,13,502,12,1
1371.72,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,268,11,1
7660.74,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,176,18,1
2398.91,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,695,18,1
1536.53,UK pounds,UK pounds,UK,UK,ACH,0,True,13,530,19,1
6886.56,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,361,11,1
4488.74,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,10,117,1
5469.53,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,11,173,1
2698.29,UK pounds,UK pounds,UK,UK,ACH,0,True,13,193,9,1
3459.51,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,349,17,1
6424.88,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,550,9,1
12694.46,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,5,214,1
8605.11,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,11,154,1
2442.14,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,349,7,1
6327.17,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,9,189,1
12584.21,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,8,187,1
22024.28,Euro,UK pounds,Spain,UK,Cross-border,0,False,13,150,10,0
82.65,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,403,20,1
5162.45,UK pounds,Euro,UK,France,Cross-border,0,False,13,12,159,0
3665.03,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,512,24,1
3593.08,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,340,11,1
20350.94,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,9,181,1
1828.56,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,492,14,1
6649.85,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,11,107,1
9545.05,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,525,13,1
8300.65,UK pounds,UK pounds,UK,UK,ACH,0,True,13,587,10,1
2252.35,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,425,18,1
1687.29,UK pounds,UK pounds,UK,UK,Cash Deposit,0,True,13,9,217,1
8923.45,Yen,UK pounds,UK,UK,ACH,0,True,13,406,11,0
3507.77,UK pounds,UK pounds,UK,UK,ACH,0,True,13,252,14,1
530.25,UK pounds,UK pounds,UK,UK,ACH,0,True,13,563,16,1
2578.25,UK pounds,UK pounds,UK,UK,ACH,0,True,13,74,447,1
3428.17,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,257,16,1
9996.46,Euro,UK pounds,UK,UK,Cheque,0,True,13,459,11,0
5730.95,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,313,11,1
5837.09,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,182,11,1
4413.88,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,361,8,1
6972.44,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,8,173,1
8337.77,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,545,8,1
3503.1,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,319,10,1
4610.66,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,313,8,1
8054.29,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,410,7,1
6866.78,UK pounds,UK pounds,UK,UK,ACH,0,True,13,419,11,1
2313.9,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,266,8,1
5866.16,UK pounds,Euro,UK,France,Cross-border,0,False,13,9,159,0
8899.28,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,False,13,7,161,0
19807.44,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,437,17,1
16795.33,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,463,8,1
23033.03,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,248,17,1
2651.78,UK pounds,UK pounds,UK,UK,Cash Deposit,0,True,13,12,51,1
21599.77,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,8,154,1
12313.71,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,182,10,1
4865.57,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,578,18,1
585.5,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,556,16,1
12861.02,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,False,13,9,161,0
13634.37,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,731,20,1
97.39,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,True,13,541,21,1
850.76,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,286,17,1
5837.02,UK pounds,UK pounds,UK,UK,ACH,0,True,13,8,116,1
9645.82,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,313,11,1
153.82,UK pounds,UK pounds,UK,UK,Cash Deposit,0,True,13,13,239,1
12312.83,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,5,103,1
2907.87,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,119,6,1
5649.73,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,472,11,1
24652.84,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,7,87,1
374.32,UK pounds,UK pounds,UK,UK,ACH,0,True,13,532,20,1
3118.84,Albanian lek,UK pounds,UK,UK,ACH,0,True,13,487,4,0
22242.24,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,478,11,1
29088.9,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,627,18,1
10535.04,UK pounds,UK pounds,UK,UK,ACH,0,True,13,6,87,1
220.91,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,398,17,1
14004.46,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,9,171,1
8080.87,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,9,110,1
3361.16,UK pounds,UK pounds,UK,UK,ACH,0,True,13,494,14,1
13968.76,UK pounds,UK pounds,UK,UK,ACH,0,True,13,74,516,1
295.74,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,True,13,505,16,1
7044.5,UK pounds,UK pounds,UK,UK,ACH,0,True,13,313,8,1
4807.62,UK pounds,UK pounds,UK,UK,ACH,0,True,13,259,21,1
11964.14,UK pounds,UK pounds,UK,UK,ACH,0,True,13,200,16,1
414.02,UK pounds,UK pounds,UK,UK,ACH,0,True,13,554,20,1
1241.2,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,420,17,1
4090.32,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,521,18,1
15210.46,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,9,87,1
38673.9,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,264,1,1
4123.85,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,439,17,1
2182.93,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,72,715,1
4718.2,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,False,13,313,8,0
13814.83,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,9,214,1
8978.12,UK pounds,UK pounds,UK,UK,ACH,0,True,13,502,8,1
3413.51,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,593,17,1
1082.29,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,423,15,1
281.63,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,True,13,366,11,1
6093.19,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,12,122,1
1247.87,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,438,21,1
13492.52,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,False,13,9,161,0
31.67,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,True,13,191,26,1
12122.96,Dirham,UK pounds,UAE,UK,Cross-border,0,False,13,9,187,0
23925.99,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,False,13,522,11,0
2523.54,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,202,15,1
4660.74,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,527,11,1
246.22,UK pounds,Pakistani rupee,UK,Pakistan,Cross-border,0,False,13,356,15,0
24172.68,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,10,149,1
659.98,UK pounds,UK pounds,UK,UK,Cash Deposit,0,True,13,11,232,1
10464.01,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,8,149,1
11421.91,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,333,11,1
8249.29,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,11,181,1
24462.41,UK pounds,US dollar,UK,USA,Cross-border,0,False,13,8,153,0
886.39,UK pounds,UK pounds,UK,UK,ACH,0,True,13,537,75,1
13508.16,UK pounds,UK pounds,UK,UK,ACH,0,True,13,10,187,1
3306.49,UK pounds,UK pounds,UK,UK,Cash Deposit,0,True,13,14,28,1
12632.45,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,10,76,1
907.55,UK pounds,UK pounds,UK,UK,Cash Deposit,0,True,13,12,13,1
5635.3,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,434,12,1
24494.82,UK pounds,UK pounds,UK,UK,ACH,0,True,13,603,13,1
4540.95,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,10,171,1
4516.98,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,339,10,1
758.31,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,218,8,1
6931.91,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,361,11,1
8172.92,UK pounds,Swiss franc,UK,UK,Cheque,0,True,13,522,10,0
6942.55,UK pounds,UK pounds,UK,UK,ACH,0,True,13,489,22,1
5119.37,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,11,169,1
6677.55,UK pounds,Naira,UK,Nigeria,Cross-border,0,False,13,10,152,0
6446.32,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,185,12,1
3201.14,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,205,12,1
16484.41,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,611,4,1
7726.0,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,11,96,1
6163.01,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,173,7,1
955.29,UK pounds,UK pounds,UK,UK,Cash Deposit,0,True,13,8,197,1
11336.2,UK pounds,UK pounds,UK,UK,ACH,0,True,13,527,11,1
18974.99,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,522,12,1
5396.38,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,324,11,1
3532.71,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,435,8,1
301.24,UK pounds,Swiss franc,UK,Switzerland,Cross-border,0,False,13,511,14,0
2608.51,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,560,16,1
9554.92,UK pounds,UK pounds,UK,UK,ACH,0,True,13,6,123,1
2609.76,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,461,18,1
2001.74,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,503,20,1
19887.99,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,602,17,1
11913.22,UK pounds,Euro,UK,France,Cross-border,0,False,13,11,219,0
4816.33,UK pounds,UK pounds,UK,UK,ACH,0,True,13,546,23,1
3433.41,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,302,6,1
4184.79,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,71,535,1
5283.97,UK pounds,UK pounds,UK,UK,ACH,0,True,13,173,12,1
7966.64,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,442,11,1
20010.76,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,10,214,1
3934.28,UK pounds,Euro,UK,Austria,Cross-border,0,False,13,414,19,0
5229.61,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,9,159,1
4400.5,UK pounds,Dirham,UK,UAE,Cross-border,0,False,13,252,8,0
22676.98,UK pounds,UK pounds,UK,UK,ACH,0,True,13,320,10,1
8556.68,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,8,122,1
6717.73,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,False,13,9,169,0
7592.07,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,10,122,1
6653.34,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,11,103,1
11556.03,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,719,70,1
5605.61,UK pounds,UK pounds,UK,UK,ACH,0,True,13,603,11,1
4353.7,UK pounds,UK pounds,UK,UK,ACH,0,True,13,475,10,1
1199.9,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,279,20,1
845.47,UK pounds,UK pounds,UK,UK,ACH,0,True,13,449,14,1
17445.84,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,11,110,1
6905.02,UK pounds,UK pounds,UK,UK,ACH,0,True,13,434,13,1
2177.39,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,216,17,1
709.91,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,498,14,1
29732.59,Yen,Mexican Peso,UK,Mexico,Cross-border,0,False,13,11,161,0
11318.01,UK pounds,UK pounds,UK,UK,ACH,0,True,13,486,11,1
17762.37,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,173,9,1
9161.65,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,7,181,1
6033.98,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,1,1,1
6515.57,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,502,9,1
7338.89,UK pounds,Pakistani rupee,UK,Pakistan,Cross-border,0,False,13,406,10,0
15074.46,UK pounds,UK pounds,UK,UK,ACH,0,True,13,7,116,1
22677.33,UK pounds,UK pounds,UK,UK,ACH,0,True,13,8,162,1
7633.06,UK pounds,UK pounds,UK,UK,ACH,0,True,13,527,13,1
22619.76,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,8,204,1
1407.47,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,567,18,1
1759.28,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,320,7,1
689.39,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,370,10,1
2246.98,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,497,75,1
1715.52,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,449,73,1
2367.29,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,530,69,1
4451.33,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,519,12,1
20451.21,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,9,181,1
4849.38,UK pounds,UK pounds,UK,UK,ACH,0,True,13,615,19,1
13158.79,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,9,106,1
10467.66,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,396,10,1
832.31,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,487,11,1
2965.69,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,535,13,1
482.55,UK pounds,UK pounds,UK,UK,Cash Deposit,0,True,13,6,18,1
767.13,Euro,UK pounds,UK,UK,Cheque,0,True,13,572,20,0
11855.75,UK pounds,UK pounds,UK,UK,ACH,0,True,13,12,214,1
458.82,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,663,79,1
13134.51,UK pounds,UK pounds,UK,UK,ACH,0,True,13,8,189,1
1306.37,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,545,20,1
2481.95,UK pounds,UK pounds,UK,UK,ACH,0,True,13,335,15,1
1091.98,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,390,21,1
14197.76,UK pounds,UK pounds,UK,UK,ACH,0,True,13,347,13,1
3320.82,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,349,17,1
5693.37,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,71,455,1
7593.78,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,10,169,1
5645.49,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,429,4,1
1179.02,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,23,674,1
7500.77,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,654,77,1
264.32,UK pounds,Indian rupee,UK,India,Cross-border,0,False,13,222,11,0
6995.93,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,8,189,1
156.84,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,477,19,1
13067.22,UK pounds,UK pounds,UK,UK,ACH,0,True,13,496,15,1
13699.82,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,294,16,1
662.59,UK pounds,UK pounds,UK,UK,ACH,0,True,13,498,13,1
14719.49,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,603,10,1
32359.6,UK pounds,Euro,UK,France,Cross-border,0,False,13,11,219,0
5202.4,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,175,11,1
830.33,UK pounds,UK pounds,UK,UK,ACH,0,True,13,431,14,1
5415.47,UK pounds,Euro,UK,France,Cross-border,0,False,13,10,219,0
14765.91,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,603,10,1
1058.45,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,275,10,1
6964.28,UK pounds,UK pounds,UK,UK,ACH,0,True,13,315,20,1
20329.22,UK pounds,UK pounds,UK,UK,ACH,0,True,13,9,181,1
8340.56,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,402,10,1
7392.75,UK pounds,UK pounds,UK,UK,ACH,0,True,13,410,11,1
8694.38,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,76,692,1
304.63,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,535,23,1
2883.19,UK pounds,UK pounds,UK,UK,Credit card,0,True,13,494,22,1
42.39,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,True,13,293,20,1
4787.38,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,522,6,1
7491.37,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,10,214,1
20285.8,Albanian lek,UK pounds,Albania,UK,Cross-border,0,False,13,472,17,0
1840.58,UK pounds,UK pounds,UK,UK,Debit card,0,True,13,76,525,1
12825.15,UK pounds,UK pounds,UK,UK,ACH,0,True,13,221,15,1
13668.15,UK pounds,UK pounds,UK,UK,Cheque,0,True,13,459,10,1
3240.5,Turkish lira,Moroccan dirham,Turkey,Morocco,Cross-border,0,False,13,295,16,0
